row_index,true_label,predicted_label,cosine_similarity,mse,top1_hit,top5_hit,exact_sentence_match,attribute_overlap_count,attribute_overlap_ratio,relation_match,object_pair_match,full_structure_match
59,a medium red diamond is below a medium pink circle,above a small pink diamond is a small red hexagon,0.7673279047012329,0.0012118339072912931,0,0,0,2,0.2857142857142857,0,0,0
7560,above a big green octagon is a small red triangle,the small yellow octagon is positioned below a medium purple triangle,0.8408477902412415,0.0008289178949780762,0,0,0,1,0.14285714285714285,0,0,0
624,a small green hexagon can be seen above a medium blue octagon,the small blue triangle is positioned below a medium purple octagon,0.8121693134307861,0.0009782855631783605,0,0,0,3,0.42857142857142855,0,0,0
1616,a big yellow octagon is below a big pink diamond,a small yellow octagon is below a medium pink triangle,0.8452621698379517,0.0008059263345785439,0,0,0,4,0.5714285714285714,1,0,0
7246,right of a medium green hexagon is a medium black square,a small purple octagon can be seen right of a small green triangle,0.8077895045280457,0.001001097378320992,0,0,0,2,0.2857142857142857,1,0,0
8414,the small red octagon is positioned below a small red diamond,above a small pink diamond is a small red hexagon,0.81122887134552,0.0009831833885982633,0,0,0,4,0.5714285714285714,0,0,0
1980,the big green circle is positioned right of a big orange octagon,right of a medium yellow octagon is a small pink triangle,0.8124756217002869,0.0009766902076080441,0,0,0,2,0.2857142857142857,1,0,0
7756,a big yellow triangle can be seen left of a medium pink octagon,right of a medium yellow octagon is a small pink triangle,0.8593289256095886,0.0007326615159399807,0,1,0,3,0.42857142857142855,0,1,0
495,a medium green circle can be seen right of a small blue square,right of a medium yellow octagon is a small pink triangle,0.7312486171722412,0.00139974697958678,0,0,0,1,0.14285714285714285,1,0,0
6036,below a big purple square is a small yellow square,above a small blue triangle is a small purple octagon,0.7593804597854614,0.001253227237612009,0,0,0,1,0.14285714285714285,0,0,0
9756,the medium pink triangle is positioned left of a small black triangle,left of a small green triangle is a small pink diamond,0.8047665357589722,0.0010168410371989012,0,0,0,4,0.5714285714285714,1,0,0
3308,a big red diamond is left of a medium orange square,a small pink triangle is right of a big red octagon,0.8120321035385132,0.0009790000040084124,0,0,0,0,0.0,0,0,0
5485,a small yellow circle is left of a big yellow diamond,right of a medium yellow octagon is a small pink triangle,0.7928249835968018,0.0010790365049615502,0,0,0,2,0.2857142857142857,0,0,0
2499,a medium pink diamond can be seen above a big yellow circle,a small yellow octagon is below a medium pink triangle,0.7709497213363647,0.001192970317788422,0,0,0,0,0.0,0,0,0
355,the big pink hexagon is positioned below a big orange triangle,below a small orange octagon is a big pink triangle,0.8269500732421875,0.0009013013914227486,0,0,0,4,0.5714285714285714,1,0,0
3868,the medium orange hexagon is positioned above a small black circle,a small yellow octagon is below a medium pink triangle,0.7953221797943115,0.0010660303523764014,0,0,0,0,0.0,0,0,0
422,the big purple octagon is positioned right of a small green hexagon,left of a medium pink hexagon is a big purple triangle,0.8161746263504028,0.0009574241121299565,0,0,0,3,0.42857142857142855,0,0,0
6845,a medium red diamond is left of a small yellow hexagon,a small pink triangle is right of a medium orange diamond,0.8210517764091492,0.000932021823246032,0,0,0,0,0.0,0,0,0
7102,a big orange triangle is left of a medium green hexagon,right of a medium yellow octagon is a small pink triangle,0.8222236037254333,0.0009259185171686113,0,0,0,2,0.2857142857142857,0,0,0
4121,above a small green triangle is a small yellow octagon,a small yellow octagon is below a medium pink triangle,0.8219220638275146,0.0009274894837290049,0,0,0,4,0.5714285714285714,0,1,0
2778,left of a medium blue hexagon is a medium orange triangle,right of a medium yellow octagon is a small pink triangle,0.8185769319534302,0.0009449119679629803,0,0,0,2,0.2857142857142857,0,0,0
3489,the medium black triangle is positioned below a big black triangle,the small blue triangle is positioned below a medium purple octagon,0.6816555261611938,0.0016580441733822227,0,0,0,2,0.2857142857142857,1,0,0
6561,a medium yellow circle is right of a medium pink diamond,right of a medium yellow octagon is a small pink triangle,0.7780369520187378,0.0011560575803741813,0,0,0,2,0.2857142857142857,1,0,0
4377,above a medium orange square is a big yellow diamond,a small yellow octagon is below a medium pink triangle,0.8201675415039062,0.000936627562623471,0,0,0,2,0.2857142857142857,0,0,0
62,a big orange square can be seen right of a small yellow square,right of a medium yellow octagon is a small pink triangle,0.755588948726654,0.0012729744194075465,0,0,0,2,0.2857142857142857,1,0,0
5094,the medium yellow triangle is positioned right of a medium pink triangle,a small pink triangle is right of a medium orange diamond,0.7991481423377991,0.0010461040074005723,0,0,0,3,0.42857142857142855,1,0,0
4119,a small green diamond is right of a medium blue hexagon,the small pink diamond is positioned right of a medium blue hexagon,0.855061948299408,0.0007548861321993172,0,0,0,6,0.8571428571428571,1,1,0
8360,left of a big pink circle is a small orange circle,a small pink triangle is right of a medium orange diamond,0.7693723440170288,0.0012011859798803926,0,0,0,1,0.14285714285714285,0,0,0
2610,the medium pink diamond is positioned below a medium blue octagon,the small blue triangle is positioned below a medium purple octagon,0.8219834566116333,0.0009271700400859118,0,0,0,3,0.42857142857142855,1,0,0
5847,above a small blue triangle is a small purple octagon,a small pink triangle is right of a medium orange diamond,0.85935378074646,0.0007325329934246838,0,0,0,1,0.14285714285714285,0,0,0
1693,right of a medium purple triangle is a medium blue diamond,the small pink diamond is positioned right of a medium blue hexagon,0.8367685675621033,0.0008501638658344746,0,0,0,3,0.42857142857142855,1,0,0
1068,the small black hexagon is positioned below a medium yellow square,a small yellow octagon is below a medium pink triangle,0.7640016674995422,0.001229158486239612,0,0,0,3,0.42857142857142855,1,0,0
6921,a big yellow circle can be seen above a medium blue triangle,the small yellow octagon is positioned below a medium purple triangle,0.7652218341827393,0.001222803140990436,0,0,0,3,0.42857142857142855,0,0,0
8758,a big blue octagon can be seen above a medium purple diamond,the small blue triangle is positioned below a medium purple octagon,0.8547319769859314,0.0007566041313111782,0,0,0,3,0.42857142857142855,0,0,0
1862,a medium red octagon can be seen above a small black hexagon,above a small pink diamond is a small red hexagon,0.7871743440628052,0.001108467229641974,0,0,0,3,0.42857142857142855,1,0,0
7464,a small orange diamond is below a big pink diamond,a small pink triangle is right of a medium orange diamond,0.7732527256011963,0.0011809765128418803,0,0,0,2,0.2857142857142857,0,0,0
3289,a big orange circle is right of a small pink diamond,right of a medium yellow octagon is a small pink triangle,0.8310349583625793,0.000880026665981859,0,0,0,1,0.14285714285714285,1,0,0
695,a small yellow circle is below a small orange diamond,a small pink triangle is right of a medium orange diamond,0.7971582412719727,0.001056467997841537,0,0,0,3,0.42857142857142855,0,0,0
8049,a big black triangle is above a medium pink diamond,the small blue triangle is positioned below a medium purple octagon,0.813485324382782,0.0009714306797832251,0,0,0,2,0.2857142857142857,0,0,0
9820,right of a big pink square is a big pink circle,a small pink triangle is right of a medium orange diamond,0.7203754782676697,0.0014563783770427108,0,0,0,2,0.2857142857142857,1,0,0
4366,the big purple octagon is positioned below a big blue triangle,the small blue triangle is positioned below a medium purple octagon,0.8534728288650513,0.0007631631451658905,0,0,0,1,0.14285714285714285,1,0,0
7940,a big pink hexagon can be seen right of a big black hexagon,left of a medium pink hexagon is a big purple triangle,0.7587069869041443,0.00125673518050462,0,0,0,2,0.2857142857142857,0,0,0
6216,left of a small blue hexagon is a small yellow diamond,left of a small green triangle is a small pink diamond,0.8492559790611267,0.000785125361289829,0,0,0,4,0.5714285714285714,1,0,0
6486,a big red octagon can be seen below a small yellow circle,a small pink octagon can be seen above a big red triangle,0.8140274882316589,0.0009686073753982782,0,0,0,1,0.14285714285714285,0,0,0
3876,a medium green hexagon is above a medium pink circle,a small yellow octagon is below a medium pink triangle,0.8031418323516846,0.001025303383357823,0,0,0,2,0.2857142857142857,0,0,0
5731,the small red hexagon is positioned left of a medium green octagon,right of a medium yellow octagon is a small pink triangle,0.8240706920623779,0.0009162993519566953,0,0,0,3,0.42857142857142855,0,0,0
6370,left of a big black octagon is a big pink octagon,left of a medium pink hexagon is a big purple triangle,0.7878674268722534,0.0011048573069274426,0,0,0,2,0.2857142857142857,1,0,0
4430,the big purple circle is positioned left of a big red triangle,left of a medium pink hexagon is a big purple triangle,0.8076667785644531,0.0010017355671152472,0,0,0,3,0.42857142857142855,1,0,0
3291,the small blue square is positioned right of a small yellow hexagon,right of a medium yellow octagon is a small pink triangle,0.7676129341125488,0.0012103496119379997,0,0,0,3,0.42857142857142855,1,0,0
2801,the small yellow circle is positioned right of a medium blue square,right of a medium yellow octagon is a small pink triangle,0.754048764705658,0.001280996948480606,0,0,0,3,0.42857142857142855,1,0,0
2433,a medium green square can be seen below a small green triangle,the small yellow octagon is positioned below a medium purple triangle,0.7595234513282776,0.0012524824123829603,0,0,0,2,0.2857142857142857,1,0,0
6035,left of a small green triangle is a small pink diamond,left of a small green triangle is a small pink diamond,0.8846056461334229,0.0006010126671753824,1,1,1,7,1.0,1,1,1
7333,the small yellow square is positioned right of a medium purple diamond,right of a medium yellow octagon is a small pink triangle,0.7767000198364258,0.0011630213120952249,0,0,0,3,0.42857142857142855,1,0,0
8093,below a medium purple triangle is a big green hexagon,the small yellow octagon is positioned below a medium purple triangle,0.8379651308059692,0.0008439319208264351,0,0,0,4,0.5714285714285714,1,0,0
4958,above a big pink diamond is a small blue square,a small pink triangle is right of a medium orange diamond,0.8012227416038513,0.0010352985700592399,0,0,0,2,0.2857142857142857,0,0,0
6538,a small yellow hexagon can be seen right of a medium blue hexagon,right of a medium yellow octagon is a small pink triangle,0.7670614719390869,0.001213221694342792,0,0,0,3,0.42857142857142855,1,0,0
