row_index,true_label,predicted_label,true_rank,reciprocal_rank,cosine_similarity,mse,top1_hit,top5_hit,exact_sentence_match,attribute_overlap_count,attribute_overlap_ratio,relation_match,object_pair_match,full_structure_match
59,a medium red diamond is below a medium pink circle,a big purple diamond can be seen above a medium red circle,550,0.0018181818181818182,0.8363598585128784,0.0010909346165135503,0,0,0,3,0.42857142857142855,0,1,0
7560,above a big green octagon is a small red triangle,a big green octagon is above a big blue triangle,16,0.0625,0.9145278930664062,0.0005698148161172867,0,0,0,2,0.2857142857142857,1,0,0
624,a small green hexagon can be seen above a medium blue octagon,a medium orange octagon is right of a big green square,132,0.007575757575757576,0.8846303820610046,0.0007691310602240264,0,0,0,0,0.0,0,0,0
1616,a big yellow octagon is below a big pink diamond,a big orange diamond is right of a big green octagon,11,0.09090909090909091,0.9053425192832947,0.0006310497992672026,0,0,0,2,0.2857142857142857,0,0,0
7246,right of a medium green hexagon is a medium black square,above a big orange square is a big red circle,783,0.001277139208173691,0.7999228239059448,0.0013338483404368162,0,0,0,0,0.0,0,0,0
8414,the small red octagon is positioned below a small red diamond,a big blue octagon is below a small orange diamond,166,0.006024096385542169,0.8735495209693909,0.0008430035668425262,0,0,0,4,0.5714285714285714,1,1,0
1980,the big green circle is positioned right of a big orange octagon,the big green circle is positioned right of a big orange octagon,1,1.0,0.9257712364196777,0.00049485923955217,1,1,1,7,1.0,1,1,1
7756,a big yellow triangle can be seen left of a medium pink octagon,above a big orange square is a big red circle,315,0.0031746031746031746,0.8618112206459045,0.0009212587028741837,0,0,0,1,0.14285714285714285,0,0,0
495,a medium green circle can be seen right of a small blue square,a small red circle is above a big blue square,30,0.03333333333333333,0.9122685194015503,0.0005848771543242037,0,0,0,3,0.42857142857142855,0,1,0
6036,below a big purple square is a small yellow square,above a big orange square is a big red circle,25,0.04,0.9119724035263062,0.0005868514417670667,0,0,0,2,0.2857142857142857,0,0,0
9756,the medium pink triangle is positioned left of a small black triangle,a small blue square can be seen below a big orange triangle,451,0.0022172949002217295,0.8489415645599365,0.0010070564458146691,0,0,0,1,0.14285714285714285,0,0,0
3308,a big red diamond is left of a medium orange square,right of a small orange square is a big red diamond,16,0.0625,0.919005811214447,0.0005399620276875794,0,0,0,5,0.7142857142857143,0,1,0
5485,a small yellow circle is left of a big yellow diamond,above a big orange square is a big red circle,238,0.004201680672268907,0.8756994009017944,0.0008286705706268549,0,0,0,2,0.2857142857142857,0,0,0
2499,a medium pink diamond can be seen above a big yellow circle,above a big orange square is a big red circle,47,0.02127659574468085,0.9023784399032593,0.0006508116493932903,0,0,0,2,0.2857142857142857,1,0,0
355,the big pink hexagon is positioned below a big orange triangle,a big orange triangle can be seen below a big yellow square,8,0.125,0.9157506227493286,0.0005616630660369992,0,0,0,3,0.42857142857142855,1,0,0
3868,the medium orange hexagon is positioned above a small black circle,above a big orange square is a big red circle,266,0.0037593984962406013,0.8657664656639099,0.0008948906324803829,0,0,0,1,0.14285714285714285,1,0,0
422,the big purple octagon is positioned right of a small green hexagon,a big green octagon is above a big blue triangle,90,0.011111111111111112,0.8968513607978821,0.0006876576808281243,0,0,0,2,0.2857142857142857,0,0,0
6845,a medium red diamond is left of a small yellow hexagon,right of a small orange square is a big red diamond,664,0.0015060240963855422,0.8235468864440918,0.0011763549409806728,0,0,0,3,0.42857142857142855,0,0,0
