row_index,true_label,predicted_label,cosine_similarity,mse,top1_hit,top5_hit,exact_sentence_match,attribute_overlap_count,attribute_overlap_ratio,relation_match,object_pair_match,full_structure_match
59,a medium red diamond is below a medium pink circle,a small green diamond is left of a big blue circle,0.8419647812843323,0.0004115506017114967,0,0,0,2,0.2857142857142857,0,1,0
7560,above a big green octagon is a small red triangle,a small red circle is above a big blue square,0.9184609055519104,0.0002123415470123291,0,0,0,4,0.5714285714285714,1,0,0
624,a small green hexagon can be seen above a medium blue octagon,a small green circle is left of a big pink hexagon,0.8521472811698914,0.00038503334508277476,0,0,0,2,0.2857142857142857,0,0,0
1616,a big yellow octagon is below a big pink diamond,a big red diamond can be seen right of a big blue circle,0.9030715823173523,0.0002524179290048778,0,0,0,2,0.2857142857142857,0,0,0
7246,right of a medium green hexagon is a medium black square,left of a big orange circle is a big yellow triangle,0.7745775580406189,0.0005870375316590071,0,0,0,0,0.0,0,0,0
8414,the small red octagon is positioned below a small red diamond,a big green diamond is below a big blue triangle,0.8815462589263916,0.0003084734780713916,0,0,0,1,0.14285714285714285,1,0,0
1980,the big green circle is positioned right of a big orange octagon,left of a big orange circle is a big yellow triangle,0.9040002226829529,0.0002499994297977537,0,0,0,3,0.42857142857142855,0,0,0
7756,a big yellow triangle can be seen left of a medium pink octagon,the big purple circle is positioned left of a big red triangle,0.8806102275848389,0.0003109108947683126,0,0,0,2,0.2857142857142857,1,0,0
495,a medium green circle can be seen right of a small blue square,the big pink triangle is positioned left of a big yellow circle,0.9030042886734009,0.00025259298854507506,0,0,0,0,0.0,0,0,0
6036,below a big purple square is a small yellow square,the big purple circle is positioned left of a big red triangle,0.8987461924552917,0.00026368213002569973,0,0,0,1,0.14285714285714285,0,0,0
9756,the medium pink triangle is positioned left of a small black triangle,a small red circle is above a big blue square,0.8602133393287659,0.00036402823752723634,0,0,0,0,0.0,0,0,0
3308,a big red diamond is left of a medium orange square,a small green diamond is left of a big blue circle,0.9032186269760132,0.0002520346606615931,0,0,0,2,0.2857142857142857,1,0,0
5485,a small yellow circle is left of a big yellow diamond,a small green diamond is left of a big blue circle,0.9267799258232117,0.00019067752873525023,0,0,0,3,0.42857142857142855,1,0,0
2499,a medium pink diamond can be seen above a big yellow circle,below a big orange triangle is a big blue circle,0.8731419444084167,0.00033035982050932944,0,0,0,1,0.14285714285714285,0,0,0
355,the big pink hexagon is positioned below a big orange triangle,below a big orange triangle is a big blue circle,0.8723396062850952,0.00033244912629015744,0,0,0,5,0.7142857142857143,1,0,0
3868,the medium orange hexagon is positioned above a small black circle,a small red circle is above a big blue square,0.8246132731437683,0.0004567364521790296,0,0,0,1,0.14285714285714285,1,0,0
422,the big purple octagon is positioned right of a small green hexagon,the big blue circle is positioned left of a big green octagon,0.873357892036438,0.0003297973016742617,0,0,0,2,0.2857142857142857,0,0,0
6845,a medium red diamond is left of a small yellow hexagon,a small green diamond is left of a big blue circle,0.8622411489486694,0.0003587469400372356,0,0,0,2,0.2857142857142857,1,0,0
7102,a big orange triangle is left of a medium green hexagon,left of a big orange circle is a big yellow triangle,0.8956526517868042,0.00027173783746547997,0,0,0,3,0.42857142857142855,1,0,0
4121,above a small green triangle is a small yellow octagon,a small red circle is above a big blue square,0.8348010778427124,0.0004302052839193493,0,0,0,2,0.2857142857142857,1,0,0
2778,left of a medium blue hexagon is a medium orange triangle,left of a big orange circle is a big yellow triangle,0.8453103303909302,0.0004028380790259689,0,0,0,2,0.2857142857142857,1,0,0
3489,the medium black triangle is positioned below a big black triangle,a small red circle is above a big blue square,0.847503125667572,0.00039712709258310497,0,0,0,1,0.14285714285714285,0,0,0
6561,a medium yellow circle is right of a medium pink diamond,below a big orange triangle is a big blue circle,0.8571475744247437,0.00037201159284450114,0,0,0,1,0.14285714285714285,0,0,0
4377,above a medium orange square is a big yellow diamond,below a big orange triangle is a big blue circle,0.8753789663314819,0.00032453390303999186,0,0,0,2,0.2857142857142857,0,0,0
62,a big orange square can be seen right of a small yellow square,a big yellow circle is left of a small pink triangle,0.8911001682281494,0.00028359342832118273,0,0,0,2,0.2857142857142857,0,0,0
5094,the medium yellow triangle is positioned right of a medium pink triangle,the big pink triangle is positioned left of a big yellow circle,0.8370547890663147,0.0004243367293383926,0,0,0,1,0.14285714285714285,0,0,0
4119,a small green diamond is right of a medium blue hexagon,a small green diamond is left of a big blue circle,0.8932085037231445,0.000278102932497859,0,0,0,4,0.5714285714285714,0,0,0
8360,left of a big pink circle is a small orange circle,the big purple circle is positioned left of a big red triangle,0.920512318611145,0.00020699937886092812,0,0,0,3,0.42857142857142855,1,0,0
2610,the medium pink diamond is positioned below a medium blue octagon,a small green diamond is left of a big blue circle,0.7634488940238953,0.0006160183693282306,0,0,0,2,0.2857142857142857,0,0,0
5847,above a small blue triangle is a small purple octagon,a small red circle is above a big blue square,0.8641431331634521,0.0003537940501701087,0,0,0,3,0.42857142857142855,1,0,0
1693,right of a medium purple triangle is a medium blue diamond,a small green diamond is left of a big blue circle,0.8665909767150879,0.00034741972922347486,0,0,0,1,0.14285714285714285,0,0,0
1068,the small black hexagon is positioned below a medium yellow square,a small green circle is left of a big pink hexagon,0.8647580742835999,0.0003521926701068878,0,0,0,1,0.14285714285714285,0,0,0
6921,a big yellow circle can be seen above a medium blue triangle,the big purple circle is positioned left of a big red triangle,0.9069722294807434,0.00024225999368354678,0,0,0,3,0.42857142857142855,0,1,0
8758,a big blue octagon can be seen above a medium purple diamond,a big red diamond can be seen right of a big blue circle,0.8853961825370789,0.0002984477032441646,0,0,0,1,0.14285714285714285,0,0,0
1862,a medium red octagon can be seen above a small black hexagon,a small green circle is left of a big pink hexagon,0.8996342420578003,0.00026136962696909904,0,0,0,1,0.14285714285714285,0,0,0
