row_index,true_label,predicted_label,true_rank,reciprocal_rank,cosine_similarity,mse,top1_hit,top5_hit,exact_sentence_match,attribute_overlap_count,attribute_overlap_ratio,relation_match,object_pair_match,full_structure_match
59,a medium red diamond is below a medium pink circle,a big red triangle is below a medium red octagon,230,0.004347826086956522,0.9855165481567383,3.771730916923843e-05,0,0,0,3,0.42857142857142855,1,0,0
7560,above a big green octagon is a small red triangle,below a small blue square is a big yellow circle,532,0.0018796992481203006,0.9781866073608398,5.680588583345525e-05,0,0,0,0,0.0,0,0,0
624,a small green hexagon can be seen above a medium blue octagon,above a small green circle is a big orange triangle,322,0.003105590062111801,0.9834513664245605,4.309568976168521e-05,0,0,0,1,0.14285714285714285,1,0,0
1616,a big yellow octagon is below a big pink diamond,a big red triangle is below a medium red octagon,81,0.012345679012345678,0.9880881905555725,3.1020219466881827e-05,0,0,0,2,0.2857142857142857,1,0,0
7246,right of a medium green hexagon is a medium black square,a big red triangle is below a medium red octagon,989,0.0010111223458038423,0.9035542607307434,0.000251160905463621,0,0,0,1,0.14285714285714285,0,0,0
8414,the small red octagon is positioned below a small red diamond,a big red triangle is below a medium red octagon,142,0.007042253521126761,0.987912654876709,3.147771712974645e-05,0,0,0,3,0.42857142857142855,1,0,0
1980,the big green circle is positioned right of a big orange octagon,a big red triangle is below a medium red octagon,165,0.006060606060606061,0.9869335889816284,3.402743095648475e-05,0,0,0,2,0.2857142857142857,0,0,0
7756,a big yellow triangle can be seen left of a medium pink octagon,a big red triangle is below a medium red octagon,910,0.001098901098901099,0.9358355402946472,0.00016709511692170054,0,0,0,4,0.5714285714285714,0,1,0
495,a medium green circle can be seen right of a small blue square,below a big green square is a small green circle,757,0.001321003963011889,0.9613889455795288,0.00010054980521090329,0,0,0,3,0.42857142857142855,0,1,0
6036,below a big purple square is a small yellow square,a big red triangle is below a medium red octagon,388,0.002577319587628866,0.9813650250434875,4.852842539548874e-05,0,0,0,1,0.14285714285714285,1,0,0
9756,the medium pink triangle is positioned left of a small black triangle,a big red triangle is below a medium red octagon,319,0.003134796238244514,0.983592689037323,4.2727464460767806e-05,0,0,0,1,0.14285714285714285,0,0,0
3308,a big red diamond is left of a medium orange square,a big red triangle is below a medium red octagon,964,0.001037344398340249,0.9060940146446228,0.00024454694357700646,0,0,0,3,0.42857142857142855,0,0,0
5485,a small yellow circle is left of a big yellow diamond,below a big green square is a small green circle,833,0.0012004801920768306,0.9504992961883545,0.00012890844664070755,0,0,0,3,0.42857142857142855,0,0,0
2499,a medium pink diamond can be seen above a big yellow circle,a big red triangle is below a medium red octagon,218,0.0045871559633027525,0.9856966733932495,3.724856287590228e-05,0,0,0,0,0.0,0,0,0
355,the big pink hexagon is positioned below a big orange triangle,a big red triangle is below a medium red octagon,68,0.014705882352941176,0.9888084530830383,2.914500691986177e-05,0,0,0,2,0.2857142857142857,1,0,0
3868,the medium orange hexagon is positioned above a small black circle,a big red triangle is below a medium red octagon,84,0.011904761904761904,0.9884191155433655,3.015880793100223e-05,0,0,0,0,0.0,0,0,0
422,the big purple octagon is positioned right of a small green hexagon,a big red triangle is below a medium red octagon,430,0.002325581395348837,0.9810070395469666,4.946083572576754e-05,0,0,0,1,0.14285714285714285,0,0,0
6845,a medium red diamond is left of a small yellow hexagon,a big red triangle is below a medium red octagon,850,0.001176470588235294,0.9474052786827087,0.00013696537644136697,0,0,0,1,0.14285714285714285,0,0,0
7102,a big orange triangle is left of a medium green hexagon,below a small blue square is a big yellow circle,948,0.0010548523206751054,0.9306538105010986,0.00018058932619169354,0,0,0,1,0.14285714285714285,0,0,0
4121,above a small green triangle is a small yellow octagon,below a big green square is a small green circle,578,0.0017301038062283738,0.9751654267311096,6.467344064731151e-05,0,0,0,2,0.2857142857142857,0,0,0
2778,left of a medium blue hexagon is a medium orange triangle,below a big green square is a small green circle,946,0.0010570824524312897,0.9265244603157043,0.00019134272588416934,0,0,0,0,0.0,0,0,0
3489,the medium black triangle is positioned below a big black triangle,a big red triangle is below a medium red octagon,505,0.0019801980198019802,0.9776185750961304,5.828534995089285e-05,0,0,0,2,0.2857142857142857,1,0,0
6561,a medium yellow circle is right of a medium pink diamond,a big red triangle is below a medium red octagon,151,0.006622516556291391,0.9871521592140198,3.345807999721728e-05,0,0,0,1,0.14285714285714285,0,0,0
4377,above a medium orange square is a big yellow diamond,a big red triangle is below a medium red octagon,407,0.002457002457002457,0.9812551736831665,4.881505446974188e-05,0,0,0,2,0.2857142857142857,0,0,0
62,a big orange square can be seen right of a small yellow square,a big red triangle is below a medium red octagon,902,0.0011086474501108647,0.9333284497261047,0.00017362384824082255,0,0,0,1,0.14285714285714285,0,0,0
5094,the medium yellow triangle is positioned right of a medium pink triangle,below a small blue square is a big yellow circle,103,0.009708737864077669,0.987082839012146,3.3638771128607914e-05,0,0,0,1,0.14285714285714285,0,0,0
4119,a small green diamond is right of a medium blue hexagon,a big red triangle is below a medium red octagon,615,0.0016260162601626016,0.9723054766654968,7.212117634480819e-05,0,0,0,1,0.14285714285714285,0,0,0
8360,left of a big pink circle is a small orange circle,a big red triangle is below a medium red octagon,541,0.0018484288354898336,0.9752548933029175,6.444042082875967e-05,0,0,0,0,0.0,0,0,0
2610,the medium pink diamond is positioned below a medium blue octagon,a big red triangle is below a medium red octagon,592,0.0016891891891891893,0.9734451770782471,6.915366247994825e-05,0,0,0,3,0.42857142857142855,1,0,0
5847,above a small blue triangle is a small purple octagon,below a big green square is a small green circle,573,0.0017452006980802793,0.9761109948158264,6.221112562343478e-05,0,0,0,1,0.14285714285714285,0,0,0
1693,right of a medium purple triangle is a medium blue diamond,a big red triangle is below a medium red octagon,781,0.0012804097311139564,0.9568332433700562,0.00011241357424296439,0,0,0,1,0.14285714285714285,0,0,0
1068,the small black hexagon is positioned below a medium yellow square,a big red triangle is below a medium red octagon,250,0.004,0.9860451817512512,3.6340992664918303e-05,0,0,0,2,0.2857142857142857,1,0,0
6921,a big yellow circle can be seen above a medium blue triangle,a big red triangle is below a medium red octagon,166,0.006024096385542169,0.9871631264686584,3.342960917507298e-05,0,0,0,2,0.2857142857142857,0,0,0
